,sa_finance1_cocode,sa_company_name,sa_total_income,sa_sales,sa_total_assets,sa_pat,sa_total_liabilities,sa_gross_working_capital_cosm,sa_current_assets_incl_st_invest_loans,sa_current_liabilities,sa_st_trade_bills_receivables,sa_st_trade_receivables,sa_nf_operating_expenses,sa_f_operating_expenses,sa_dep_owned_ast,sa_retained_profits,sa_pbit,sa_pbdita_net_of_peoifi,sa_pbpt_net_of_peoi,sa_total_capital,sa_gross_fixed_assets,sa_pbdita,sa_cost_of_goods_sold,sa_cost_of_sales,sa_total_expense,sa_net_sales,sa_depreciation,sa_non_current_assets,sa_net_fixed_assets,sa_gross_fixed_assets.1,sa_inc_fin_serv,sa_net_working_capital,sa_non_current_liabilities,sa_tot_inc_net_of_pe,sa_sales_n_chg_in_stk,sa_chg_in_assets_with_no_chg_in_efficiency,sa_chg_in_efficiency_with_no_chg_in_assets,sa_chg_in_efficiency_on_chg_in_assets,sa_reported_pat,sa_diff_in_pat,sa_pbpt,sa_pbt,sa_pbit_net_of_peoifi,sa_cash_profit,sa_sales_net_fixed_assets,sa_total_income_avg_tot_asset_net_miscexp_now_reval,sa_chg_in_efficiency_in_use_of_assets,sa_pc_chg_in_efficiency_with_no_chg_in_assets,sa_pc_chg_in_assets_with_no_chg_in_efficiency,sa_pc_chg_in_efficiency_on_chg_in_assets,sa_nf_oper_exp_pc_total_exp,sa_f_oper_exp_pc_total_exp,sa_fin_serv_exp_pc_total_exp,sa_pbpt_net_of_peoi_inc_fin_serv,sa_pat_cont_ops_pc_inc_cont_ops,sa_pat_discont_ops_pc_inc_discont_ops,sa_total_provisions_pc_pbdita,sa_write_offs_pc_pbdita,sa_depreciation_pc_pbdita,sa_amortisation_pc_pbdita,sa_fin_serv_exp_pc_pbdita,sa_prov_direct_tax_pc_pbdita,sa_pat_pc_pbdita,sa_pbdita_pc_total_inc,sa_pbt_pc_total_inc,sa_pat_pc_total_inc,sa_cash_profit_pc_total_inc,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_pat_net_of_pe_pc_avg_networth,sa_pat_pc_avg_networth,sa_cash_profit_pc_avg_networth,sa_pbpt_net_of_peoi_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_capital_employed,sa_pat_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_tot_asset_net_menow_reval,sa_pc_chg_in_profitability_with_no_chg_in_income,sa_st_trade_bills_receivables_pc_current_assets_incl_st_invest_loans,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cash_n_bank_no_fd_security_current_liab_n_prov,sa_cash_n_bank_no_fd_security_cost_of_sales_per_day,sa_sales_avg_debtors,sa_creditors_turnover,sa_total_inc_net_of_pe_compensation_to_empl,sa_sales_avg_gfa_net_of_reval,sa_sales_net_repairs_avg_nfa_net_of_reval,equity_facevalue_on_stkdate,eps_on_stkdate,equity_bv_on_stkdate,high_price,stock_returns,market_cap,traded_qty
91,20015,ARO GRANITE INDS. LTD.,2033.4,2020.9,3043.8,11.7,3043.8,2132.2371,2040.9,1167.0,699.9,699.9,1963.0,2025.9,86.5,11.7,75.7,149.7,5.9,153.0,1569.1,162.2,1654.43,1954.6,2113.5,2004.0,86.5,1002.9,897.8,1569.1,5.6,754.8,167.9,2033.4,2112.7,-21.2096,-383.4306,3.3402,11.7,0.0,12.8,12.8,63.2,93.9,225.0947,0.6631,14.8905,95.5471,5.2852,-0.7681,92.8791,95.8552,2.9761,1.0536,0.5754,0.0,0.0,0.0,53.3292,0.0,38.7793,0.6782,7.2133,7.9768,0.6295,0.5754,4.6179,0.5754,0.6881,0.6881,5.5224,0.2191,0.4345,0.4345,0.3815,97.9834,34.2937,0.6972,1.6452,0.5447,0.0967,21.1202,2.6545,7.3587,13.9179,1.3211,2.2412,10.0,1.5686,1721.4,98.4,1.2,1476.45,3817290.0
92,21042,ARVIND LTD.,65216.0,63429.9,72576.2,2500.4,72576.2,24640.6756,28600.1,29375.8,7394.4,7394.4,57417.1,59439.3,2088.5,1763.9,4960.2,5275.2,2432.3,2586.2,36415.7,7048.7,52132.63,60582.5,61978.0,63279.1,2088.5,43976.1,31047.7,36415.7,1267.8,-5300.4,11452.0,64803.4,62692.3,449.4919,3895.1318,28.7764,2500.4,0.0,2938.0,2903.5,3186.7,4315.2,204.2982,0.9365,8.5635,89.0642,10.2779,0.8319,92.6411,95.9039,3.2628,1.9185,3.834,0.0,0.017,0.4724,29.6296,0.0,28.689,5.7188,35.4732,10.8082,4.4521,3.834,6.6168,3.2412,6.8089,8.1056,13.9886,4.3582,3.7635,4.4803,3.0162,93.0333,25.8545,0.3215,0.8201,0.8114,0.0049,0.8682,10.446,5.5709,7.8925,1.8015,2.0593,10.0,9.0354,32215.4,478.5,1.0678,122144.8417,13300730.0
93,21283,ASAHI INDIA GLASS LTD.,26624.9,26363.6,34070.8,1853.5,34070.8,13017.4863,11814.9,11680.0,4256.4,4256.4,21582.2,22813.0,917.8,1560.9,4059.2,4720.7,2654.3,243.1,20116.9,4982.0,16721.38,22537.4,24710.7,25905.0,917.8,22255.9,18531.3,20116.9,87.2,-611.9,11190.2,26551.6,26302.9,4994.2908,-3325.6212,-648.6696,1853.5,0.0,2828.4,2828.4,3797.9,3144.4,142.2652,0.8428,0.1978,-326.0413,489.6364,-57.8678,87.3395,92.3203,4.9808,30.4392,6.9615,0.0,0.0,0.0,18.4223,0.1004,24.7049,19.5684,37.2039,18.7118,10.6231,6.9615,11.81,6.7047,17.2618,17.9725,30.4898,11.404000000000002,7.6485,7.9634,5.6354,81.197,36.0257,0.3769,0.948,1.237,0.0141,2.8763,6.997000000000001,2.4631,10.3181,1.4866,1.5881,1.0,7.5310000000000015,11551.1,390.5,1.0534,94561.9832,1107056.0
94,21602,ASHARI AGENCIES LTD.,39.8,13844.425243445696,128.6,17.7,128.6,0.0,42.4,0.3,1879.5632660550457,1871.070374449339,3.8,26.2,626.3072172619047,17.7,33.7,-3.8,11.3,85.8,0.1,36.0,2.24,3.8,22.1,12174.53191413238,622.8142377935146,86.2,0.0,0.1,39.8,18.9,0.4,39.8,13817.893488716241,1.8681,20.6852,2.6467,17.7,0.0,11.3,11.3,-6.1,12.0,3048.2325986350343,0.3332,1.8598,82.0842,7.4129999999999985,17.0018,17.1946,118.552,101.3575,0.2839,44.4724,0.0,0.0,0.0,0.0,6.3889,62.2222,-17.7778,49.1667,90.4523,28.392,44.4724,30.1508,44.4724,14.9115,14.9115,10.1095,9.5198,14.9115,14.9115,14.8179,-22.7622,0.0,48.25,48.25,0.0,47.75,28.8158,24.648626711362027,26.285142996856447,12.4375,0.0,0.0,10.0,2.0633,128.6,96.45,1.0684,767.3468,831949.0
95,21663,ASHIANA HOUSING LTD.,3008.3,2733.4,12133.4,387.5,12133.4,587.9776,10718.4,3430.5,145.9,145.9,2292.3,2426.3,72.5,356.7,627.1,425.0,445.1,204.7,747.7,699.6,1803.02,2352.7,2604.7,2714.4,72.5,1415.0,539.3,747.7,226.6,5376.7,738.1,2988.7,2717.3,37.8511,-726.1308,-7.4203,387.5,0.0,493.1,483.8,352.5,452.4,506.8422,0.2497,-5.7095,104.3741,-5.4407,0.5259,88.0063,93.1508,5.1445,1.9643,12.880999999999998,0.0,0.5289,0.8005,10.3631,0.0,19.1538,13.765,55.3888,23.2557,16.0822,12.880999999999998,15.0384,12.3197,5.025,5.2884,6.1742,5.274,4.3628,4.5915,3.0567,70.7811,1.3612,0.4044,2.4429,0.1779,0.3652,23.5504,18.6009,9.3585,7.2877,4.413,6.1828,2.0,5.5876,7681.6,206.8,1.057,20470.4198,2408601.0
96,21688,ASHIKA CREDIT CAPITAL LTD.,190.3,13844.425243445696,1346.9,27.8,1346.9,0.0,1309.9,927.7,1879.5632660550457,1871.070374449339,21.4,67.8,0.1,27.8,168.7,-21.4,41.1,108.0,3.2,168.8,11.32,20.8,162.5,12174.53191413238,0.1,37.0,1.9,3.2,109.0,-757.8,5.6,110.4,13817.893488716241,100.6137,9.4446,14.4416,27.8,0.0,122.3,37.5,-21.5,42.5,0.0,0.2205,0.2386,7.586,80.8143,92.414,13.1692,41.7231,28.5538,0.3771,14.6085,0.0,1.3626,48.8744,0.0592,0.0,27.4882,5.7464,16.4692,88.70200000000001,19.7057,14.6085,22.3332,-47.1014,-16.1566,8.6376,13.2049,5.0844,-6.4329,3.4391,-6.0251,70.5368,0.0,0.1843,0.1845,2.244,0.1677,2733.9904,24.648626711362027,26.285142996856447,6.9873,0.0,0.0,8.292570798087532,11.232970209635896,14048.720117690327,407.1857484369253,1.1156000000000001,44672.25301441706,4640900.221772711
97,21707,ASHIMA LTD.,3780.0,2313.4,2581.8,1264.8,2581.8,789.7004,1461.4,697.4,161.2,161.2,2524.4,2589.8,36.8,1264.8,1330.2,-96.0,-192.8,1336.4,2182.3,1367.0,2168.66,2445.9,2630.2,2309.2,36.8,1120.4,1050.4,2182.3,5.4,697.3,207.2,2319.4,2428.4,778.904,411.3308,130.2652,1264.8,0.0,1264.8,1264.8,-132.8,1301.6,220.2399,1.6464,2.3913,31.1496,58.9855,22.6021,95.9775,98.464,2.4865,-35.7037,33.4603,0.0,0.0,0.0,2.692,0.0,4.7842,0.0,92.5238,36.164,33.4603,33.4603,34.4339,-8.2866,-17.9509,118.1283,121.5653,-11.999,-11.9617,78.7155,-8.3716,172.0918,11.0305,1.1292,1.9792,0.1805,0.1149,12.207,18.4335,5.1244,6.8764,1.0285,2.0457,10.0,-1.195,1862.9,38.35,1.188,4694.9892,3433543.0
98,21728,ASHIRWAD CAPITAL LTD.,11.9,0.8,73.1,9.2,73.1,0.0,2.3,0.5,1879.5632660550457,1871.070374449339,1.5,1.5,0.1,4.4,10.3,-0.7,10.3,40.0,4.4,10.4,0.58,1.5,2.7,0.7,0.1,70.8,1.9,4.4,11.1,-4.2,1.4,11.9,0.8,0.7538,2.8753,0.2709,9.2,0.0,10.3,10.3,-0.8,9.3,42.1053,0.1722,0.6555,73.7263,19.3272,24.5826,55.5556,55.5556,0.0,0.9279,77.3109,0.0,0.0,0.0,0.9615,0.0,0.0,10.5769,88.4615,87.395,86.5546,77.3109,78.1513,77.3109,14.6032,14.6032,14.7619,16.3492,14.6032,14.6032,13.314,8.6325,0.0,0.3538,0.3538,0.0,0.3538,559.6667,24.648626711362027,26.285142996856447,17.0,0.1798,0.4103,1.0,0.2375,66.6,4.1,1.0978,149.6,705238.0
99,21755,ASHIRWAD STEELS & INDS. LTD.,275.9,258.1,558.8,5.2,558.8,58.2726,163.2,18.4,18.5,18.5,275.9,277.4,6.2,5.2,5.4,-6.2,3.5,125.0,218.8,11.6,223.94,270.5,282.3,249.5,6.2,395.6,74.0,218.8,17.4,48.7,11.8,275.5,269.7,1.1742,225.8995,6.2263,5.2,0.0,3.9,3.9,-12.4,7.9,348.7838,0.5017,15.8169,96.8279,0.5033,2.9464,97.7329,98.2643,0.5313,0.2011,1.8847,0.0,0.0,0.0,53.4483,0.0,12.931,-11.2069,44.8276,4.2044,1.4136,1.8847,2.8634,1.7423,0.9152,0.9914,1.5062,0.6673,0.9152,0.9914,0.8729,251.5144,11.3358,-1.5644,3.4109,0.0,-2.8663,92.7006,27.9027,26.285142996856447,51.0185,1.1737,3.3005,10.0,0.392,527.7,20.94,1.05,249.375,95241.0
100,22104,ASHOK LEYLAND LTD.,274102.5,267195.2,171396.6,15625.9,171396.6,40091.2462,79501.6,75734.4,10434.2,10434.2,229206.7,233176.8,5546.1,10131.1,26564.5,25203.3,17242.1,2927.1,63120.5,32110.6,213262.95,250934.7,245691.4,264015.9,5546.1,91895.0,49742.3,63120.5,1555.0,-13212.5,16475.1,271547.2,254410.0,31076.5855,17559.7537,2446.8608,15625.9,0.0,22594.4,22307.1,19657.2,18842.7,537.1589,1.7045,2.5973,34.3748,60.8352,6.1274,93.2905,94.9064,1.6159,11.0882,5.7008,0.0,0.8947,0.0,17.2719,0.0,12.3638,20.8068,48.6627,11.7148,8.1382,5.7008,6.8743,4.8134,19.6686,23.5138,28.3544,20.9774,15.9022,19.0111,8.1279,-154.2873,13.1245,0.6263,0.8398,0.1399,0.4922,14.6098,24.7817,4.6492,14.9866,4.3911,5.3271,1.0,5.3422,75373.7,167.5,1.0589,485199.0888,137308183.0
101,22247,ASHOKA BUILDCON LTD.,25460.6,24418.7,39750.4,2370.1,39750.4,10434.0159,18393.2,16299.3,8873.9,8873.9,21179.1,21664.5,532.2,2039.7,3549.3,3239.6,3066.2,935.7,4838.4,4081.5,19889.55,21698.7,23090.5,24324.7,532.2,21357.2,2173.8,4838.4,844.2,-822.5,3402.2,25453.9,24418.7,2768.0872,1624.5571,215.6556,2370.1,0.0,3063.9,2894.5,2707.4,3026.2,1123.3186,0.6815,1.0526,35.2529,60.0674,6.7512,91.7221,93.8243,2.1022,3.6321,9.3089,0.0,4.1504,0.0,13.0393,0.0,11.8927,12.8482,58.0693,16.0307,11.3685,9.3089,11.8858,10.0708,14.0497,12.9902,16.5862,15.2947,12.7867,11.8225,6.8616,29.4758,48.2455,0.8140000000000001,0.951,0.083,0.0731,20.6649,2.9328,1.5484,23.86,5.6256,12.6456,5.0,14.069,19901.9,294.95,1.0738,53206.407,2302703.0
102,22644,ASIA CAPITAL LTD.,4.1,13844.425243445696,36.9,1.5,36.9,0.0,36.9,0.1,1879.5632660550457,1871.070374449339,1.5,1.9,626.3072172619047,1.5,2.6,-1.5,2.2,30.9,0.1,2.6,0.84,1.5,2.6,12174.53191413238,622.8142377935146,0.0,0.0,0.1,4.1,36.8,0.2,4.1,13817.893488716241,0.1488,-0.047,-0.0017,1.6,-0.1,2.2,2.1,-1.5,1.6,3048.2325986350343,0.1131,0.0769,-47.0345,148.784,147.0345,57.6923,73.0769,15.3846,0.5366,36.5854,0.0,3.8462,0.0,0.0,0.0,15.3846,23.0769,57.6923,63.4146,51.2195,36.5854,39.0244,36.5854,4.1841,4.1841,4.463,6.1367,4.1841,4.1841,4.1379,81.7073,0.0,40.0,369.0,0.0,2.0,48.6667,24.648626711362027,0.0,3.4167,0.0,39.30500796429797,8.292570798087532,11.232970209635896,14048.720117690327,407.1857484369253,1.1156000000000001,44672.25301441706,4640900.221772711
103,22819,ASIAN HOTELS (NORTH) LTD.,3057.2,2744.3,18726.1,-24.2,18726.1,88.4941,642.5,2163.2,122.2,122.2,1879.7,2864.7,199.6,-24.2,977.9,864.6,-263.8,194.5,13280.0,1177.5,1456.1,2082.8,3081.4,2705.9,199.6,18083.6,11481.1,13280.0,56.2,-1585.1,9148.0,2812.3,2744.3,166.1949,254.3725,16.1326,-24.2,0.0,-7.1,-27.5,665.0,180.4,23.9028,0.1715,0.4107,58.2488,38.057,5.2714,61.0015,92.9675,31.966,-4.694,-0.7916,0.0,0.3057,1.4268,16.9512,0.0,83.6518,-0.2803,-2.0552,38.5156,-0.8995,-0.7916,5.9008,-9.5687,-4.1759,-0.3755,2.7995,-1.6846,-1.7184,-0.1545,-1.5092,-49.8048,19.0195,0.1053,0.2757,1.2125,0.0428,16.4029,23.536,1.7159,5.2655,0.2208,0.2561,10.0,2.8119,7387.4,335.25,1.1987,6323.2721,318412.0
104,22855,ASIAN OILFIELD SERVICES LTD.,1022.8,956.6,2333.9,-206.8,2333.9,2033.3705,1528.8,844.5,525.5,525.5,994.9,1052.4,74.9,-206.8,-47.0,-38.3,-109.0,380.7,32.9,27.9,854.86,1069.0,1229.6,953.8,74.9,805.1,22.3,32.9,61.7,118.1,54.0,1019.7,956.6,304.5544,112.6702,63.2753,-206.8,0.0,-104.5,-206.8,-113.2,-32.4,4289.6861,0.4849,0.6334,23.4485,63.3828,25.8031,80.9125,85.5888,4.6763,-1.7666,-20.219,0.0,325.448,41.2186,268.4588,0.0,206.0932,0.0,-741.2186,2.7278,-20.219,-20.219,-3.1678,-20.5845,-17.401,-17.144000000000002,-2.6860000000000004,-7.0166,-13.5119,-13.3123,-9.9514,20.8641,34.3734,1.0029,1.1318,0.1261,0.212,94.4425,2.3377,2.1279,6.0805,30.465,39.5289,10.0,-0.3047,1487.0,297.45,1.1588,8484.2187,1115739.0
105,22859,ASIAN PAINTS LTD.,169295.8,165369.8,116592.3,18948.0,116592.3,47908.9176,55185.6,33050.5,11536.2,11536.2,135695.3,135933.5,3042.7,7073.8,28987.5,28133.3,26477.8,959.2,34035.3,32030.2,92497.88,139908.5,148806.6,161229.8,3042.7,61406.7,25685.3,34035.3,1625.4,18973.9,4446.4,169287.1,163828.6,24270.6962,-17476.8515,-2569.6447,18948.0,0.0,28749.3,28662.4,25090.6,22099.2,643.8305,1.5487,0.3015,-413.7316,574.5631,-46.9053,91.189,91.3491,0.1601,16.29,11.1922,0.0,0.1511,0.1202,9.4995,0.0,0.7437,30.3289,59.1567,18.9197,16.9304,11.1922,13.0536,11.2049,25.8504,25.8226,30.1171,35.9606,25.7618,25.7341,17.3522,52.1458,20.9044,0.8648,1.5582,0.0015,0.3874,8.969,15.3058,4.0597,21.684,5.2334,6.6738,1.0,21.2533,83833.3,1490.6,1.0617,1407862.5563,4723019.0
106,22896,ASIAN STAR CO. LTD.,27376.1,27269.7,18362.9,355.5,18362.9,12510.5858,15061.1,10658.0,7450.4,7450.4,26214.0,26503.5,152.3,331.5,846.1,941.8,601.7,160.1,3333.8,998.4,26000.99,26470.2,26906.7,27266.7,152.3,3301.8,2272.6,3333.8,101.7,2908.0,855.6,27371.9,27155.8,587.0286,-256.1695,-5.5591,356.4,-0.9,556.6,515.3,789.5,512.4,1199.934,1.5148,0.8475,-78.7487,180.4576,-1.1579,97.4255,98.5015,1.0759,5.9164,1.2986,0.0,0.5809,3.5557,15.2544,0.0,28.9964,16.0056,35.607,3.647,1.8823,1.2986,1.8717,1.4654,6.0351,5.349,7.7097,4.1898,2.793,2.4754,2.2195,112.6603,49.4678,0.7807,1.272,1.1216,0.0815,8.6099,3.9415,8.9158,45.6198,8.0578,11.4909,10.0,34.148,6873.6,1614.2,1.0835,24608.054,1293.0
107,23150,ASPINWALL & CO. LTD.,2857.9,2810.3,2687.6,132.0,2687.6,1991.0904,1831.6,1012.0,347.3,347.3,2577.7,2639.1,24.9,105.1,311.8,289.1,212.8,78.2,602.5,336.7,2203.77,2542.5,2782.4,2800.5,24.9,856.0,566.6,602.5,10.0,616.3,144.3,2822.1,2866.8,249.8052,92.4778,9.217,132.0,0.0,250.4,207.5,264.2,179.6,495.9936,1.1857,1.6091,26.3095,71.0683,4.3008,92.643,94.8498,2.2067,21.28,4.6188,0.0,10.8405,1.9008,7.3953,0.0,18.2358,22.4235,39.204,11.7814,7.2606,4.6188,6.2843,3.4088,7.6186,10.4538,14.2235,12.0888,5.465,7.4987,3.9913,74.9573,18.9616,0.3978,1.5318,0.5422,0.0308,4.8954,9.0175,35.6524,8.1871,4.7863,5.0179,10.0,18.7509,1357.1,568.7,1.123,4216.0118,99731.0
108,23356,REAL TOUCH FINANCE LTD.,10.8,13844.425243445696,318.5,-0.4,318.5,0.0,218.0,0.3,1879.5632660550457,1871.070374449339,1.8,8.5,626.3072172619047,-0.4,9.0,-1.8,2.3,126.9,9920.484445189408,9.0,0.91,1.7,11.2,12174.53191413238,622.8142377935146,100.5,7024.330846102598,9920.484445189408,10.8,38.3,8114.080324324324,10.8,13817.893488716241,0.0482,2.4377,0.0141,-0.4,0.0,2.3,1.9,-1.8,0.0,0.0,0.0337,1.3514,97.5072,1.9269,2.4928,16.0714,75.8929,59.8214,0.213,-3.7037,0.0,4.4444,0.0,0.0,0.0,74.4444,25.5556,-4.4444,83.3333,17.5926,-3.7037,0.0,-3.7037,-0.1274,-0.1274,0.0,0.7326,-0.1274,-0.1274,-0.1248,98.1481,0.0,0.9348,9.3261,0.0,0.2391,236.1765,24.648626711362027,26.285142996856447,8.3077,31.171711188348226,39.30500796429797,10.0,0.4254,316.2,39.6,1.05,502.6305,6100.0
109,23561,ASTEC LIFESCIENCES LTD.,3983.4,3708.7,4140.3,349.7,4140.3,1896.9807,2317.3,2381.6,1233.2,1233.2,2910.7,3017.3,146.8,314.4,804.3,689.6,490.7,195.3,1498.0,951.1,2835.67,3161.1,3525.3,3662.2,146.8,1823.0,1147.5,1498.0,54.5,-344.2,55.3,3763.8,3600.3,345.8097,434.1212,47.5691,349.7,0.0,697.7,544.1,542.8,647.1,323.1983,1.0511,2.2111,52.4618,41.7897,6.1233,82.566,85.5899,3.0239,9.0037,8.7789,0.0,0.1893,15.9605,15.4348,0.0,11.2081,20.4395,36.768,23.8766,13.6592,8.7789,16.2449,3.8073,9.3158,22.7336,42.0673,17.5633,5.129,12.5166,3.7813,165.5682,53.2171,0.5262,0.8557,0.7341,0.0059,1.6281,3.1678,3.4024,17.3367,2.7079,3.4123,10.0,7.3383,1713.6,783.0,1.0906,14868.9767,542641.0
110,23668,ASTRA MICROWAVE PRODUCTS LTD.,3689.3,3611.2,7076.8,606.9,7076.8,3612.7781,4782.4,1459.7,1936.8,1936.8,2424.9,2574.9,270.3,502.7,938.3,1131.5,786.9,173.2,2431.7,1208.6,2497.46,2968.7,3027.6,3568.0,270.3,2294.4,1927.9,2431.7,75.7,3064.3,324.6,3689.3,3556.4,552.3406,-977.0033,-127.2372,606.9,0.0,788.3,788.3,861.2,889.5,187.3126,0.5338,-0.693,177.0254,-100.0798,21.5395,80.0931,85.0476,4.9544,10.395,16.4503,0.0,0.0,0.0,22.3647,0.0,12.4111,15.0091,50.2151,32.7596,21.3672,16.4503,24.1103,16.4774,12.7631,12.7421,18.6754,13.3695,10.3282,10.3113,8.7959,1538.2399,40.4985,2.1801,2.8283,0.1867,0.923,55.2781,1.7232,7.7289,5.5992,1.7412,2.1211,2.0,8.052,5096.6,129.35,1.1179999999999999,10696.5419,10064104.0
111,23696,ASTRAL POLY TECHNIK LTD.,18842.1,18731.6,14389.2,1190.2,14389.2,5554.4312,5514.0,3723.2,2259.6,2259.6,16535.4,16709.4,466.7,1110.9,1993.2,2381.2,1833.8,119.8,5712.7,2459.9,12352.01,16799.9,17836.9,18498.0,466.7,8875.2,4486.3,5712.7,93.3,1553.8,1055.1,18836.9,18916.6,1364.5156,843.3166,69.4677,1190.2,0.0,1819.2,1804.2,1914.5,1698.3,417.5289,1.3664,2.17,37.0314,59.9181,3.3525,92.7033,93.6788,0.9755,19.6549,6.3167,0.0,0.6098,0.0,18.9723,0.0,7.0735,24.9604,48.3841,13.0553,9.5754,6.3167,9.0133,6.4597,13.6519,13.3535,19.0541,15.6009,10.3518,10.1255,8.8241,3.0795,40.9793,0.7066,1.4091,0.3071,0.1007,8.306000000000001,7.5547,10.1087,35.4677,3.5523,4.3799,1.0,10.775,9722.6,1194.8,1.074,137689.1269,598973.0
112,23709,ASTRAZENECA PHARMA INDIA LTD.,5842.4,5724.1,6196.8,259.1,6196.8,4269.3706,3412.9,1666.1,579.7,579.7,5735.4,5738.7,147.4,259.1,447.2,498.7,461.4,50.0,1058.5,594.6,3550.83,5372.1,6093.3,5701.1,147.4,2783.9,754.6,1058.5,113.4,947.4,1454.3,5842.3,6234.1,1021.5132,-685.2853,-124.3279,259.1,0.0,443.9,438.0,351.3,613.7,758.5608,0.979,0.2312,-323.4003,482.0732,-46.6863,94.1263,94.1805,0.0542,4.0688,4.4348,0.0,0.9923,0.0,24.7898,0.0,0.555,30.0875,43.5755,10.1773,7.4969,4.4348,10.5042,4.8166,11.9796,11.0302,26.126,19.6424,11.9796,11.0302,4.7153,91.025,16.9856,0.904,1.4301,0.0,0.5716,85.5546,10.8216,3.1316,3.8053,5.4929,7.0537,2.0,11.492,2533.2,1960.0,1.1219,47396.25,599882.0
113,23885,ATCOM TECHNOLOGIES LTD.,2.1,0.3,56.7,-1.2,56.7,118.7214,11.3,43.0,10.4,10.4,0.8,0.8,2.0,-1.2,-0.8,-0.6,-2.6,304.5,197.8,1.2,2.42,2.9,3.2,0.3,2.0,45.4,19.7,197.8,4296.194891304348,-46.4,1254.9,0.3,0.2,-0.0153,1.7835,-0.0682,-1.2,0.0,-0.8,-1.2,-2.6,-0.6,1.5228,0.0363,-0.7391,104.9113,-0.8997,-4.0116,25.0,25.0,0.0,-14.4536606884058,-57.1429,0.0,0.0,33.3333,166.6667,0.0,0.0,0.0,-100.0,57.1429,-57.1429,-57.1429,-28.5714,-1000.0,-17.5982462241788,-15.165490044023032,0.11432241788012261,0.4673753951038115,-3.2336555004648284,-0.5658573907654169,-5.1858,242.8571,92.0354,0.182,0.1958,1.674436484189051,0.0017,12.5862,0.0287,0.0112,0.75,0.0015,0.0145,8.292570798087532,11.232970209635896,14048.720117690327,407.1857484369253,1.1156000000000001,44672.25301441706,4640900.221772711
114,24028,ATLANTA LTD.,1520.8,1457.6,8425.5,158.3,8425.5,1078.0873,1814.5,1668.9,802.2,802.2,558.8,844.9,34.9,158.3,598.5,872.5,592.0,331.6,998.7,633.4,445.45,592.9,1336.2,1452.5,34.9,6611.0,298.5,998.7,40.5,60.0,1438.3,1498.4,1431.3,168.4676,-973.9527,-68.5149,158.3,0.0,312.4,225.8,837.6,258.9,488.3082,0.1827,-1.598,111.4362,-19.2755,6.6335,41.8201,63.2316,21.4115,14.6173,10.409,0.0,2.2419,11.4304,5.5099,0.0,45.1689,10.6568,24.9921,41.6491,14.8474,10.409,17.0239,29.2445,9.0623,3.2738,5.3543,8.4328,6.242000000000001,2.2549,5.2656,30.3313,44.2105,0.5454,1.0351,0.415,0.0267,28.0722,0.6463,0.4018,14.748,1.4061,5.1606,2.0,7.5558,5108.7,131.9,1.099,10440.15,4323191.0
115,24306,ATUL AUTO LTD.,5719.4,5694.9,3004.5,461.9,3004.5,1053.4182,1910.5,711.0,787.5,787.5,4935.0,4939.2,52.6,349.6,711.2,739.9,707.1,109.7,1384.5,763.8,4458.93,5000.5,5237.5,5571.6,52.6,1094.0,860.3,1384.5,24.0,1156.9,61.0,5719.4,5674.9,891.1208,-442.7962,-73.8246,461.9,0.0,707.0,693.8,687.3,528.5,661.9668,2.0921,0.9587,-118.2366,237.9495,-18.6177,94.2243,94.3045,0.0802,29.4625,8.076,0.0,1.7282,0.0,6.8866,0.0,0.5499,30.3614,60.4739,13.3545,12.1306,8.076,9.2405,8.0865,22.9182,22.8884,26.1886,35.0388,22.9182,22.8884,16.9182,67.5071,41.2196,1.9206,2.5541,0.0,0.8490000000000001,13.1022,9.0302,9.7767,14.2522,4.1899,6.6139,5.0,22.2164,2296.9,476.0,1.0917,10070.8316,228564.0
116,24381,ATUL LTD.,31868.5,31479.0,30336.4,2704.1,30336.4,10608.0171,13792.5,5403.1,7202.8,7202.8,26429.2,26518.2,1047.8,2371.2,4072.7,4732.2,3898.5,296.8,11731.7,5120.5,23695.32,27915.6,28846.8,31065.5,1047.8,16543.9,9188.8,11731.7,303.1,6469.4,1806.3,31857.2,31161.4,2586.0375,325.3753,29.0871,2704.1,0.0,3983.7,3980.8,3684.4,3992.8,342.5801,1.2724,1.4307,11.0653,87.9455,2.3421,91.6192,91.9277,0.3085,12.8621,8.4852,0.0,0.0,0.0566,20.4628,0.0,1.7381,24.9331,52.8093,16.0676,12.4913,8.4852,12.529000000000002,8.4565,16.0627,16.1229,23.8066,22.2162,15.3522,15.4097,10.7561,344.7629,52.2226,1.3713,1.9909,0.0,0.034,2.9641,5.1165,5.3922,17.5677,4.2265,5.8155,10.0,107.5999,18818.2,3365.35,1.0634,98503.6491,215931.0
