,sa_finance1_cocode,sa_company_name,sa_finance1_year,sa_total_income,sa_sales,sa_total_assets,sa_pat,sa_total_liabilities,sa_gross_working_capital_cosm,sa_current_assets_incl_st_invest_loans,sa_current_liabilities,sa_cash_bal,sa_st_trade_bills_receivables,sa_debtors_more_6m,sa_st_trade_receivables,sa_nf_operating_expenses,sa_f_operating_expenses,sa_dep_owned_ast,sa_retained_profits,sa_pbit,sa_interest_inc,sa_interest_exp,sa_st_inventories,sa_pbdita_net_of_peoifi,sa_pbpt_net_of_peoi,sa_total_capital,sa_gross_fixed_assets,sa_pbdita,sa_cost_of_goods_sold,sa_cost_of_sales,sa_total_expense,sa_net_sales,sa_depreciation,sa_non_current_assets,sa_net_fixed_assets,sa_gross_fixed_assets.1,sa_non_fin_services_inc,sa_inc_fin_serv,sa_net_working_capital,sa_non_current_liabilities,sa_tot_inc_net_of_pe,sa_sales_n_chg_in_stk,sa_chg_in_assets_with_no_chg_in_efficiency,sa_chg_in_efficiency_with_no_chg_in_assets,sa_chg_in_efficiency_on_chg_in_assets,sa_reported_pat,sa_diff_in_pat,sa_pbpt,sa_pbt,sa_pbit_net_of_peoifi,sa_cash_profit,sa_equity_div_inc_dist_pc_pat,sa_sales_net_fixed_assets,sa_total_income_avg_tot_asset_net_miscexp_now_reval,sa_chg_in_efficiency_in_use_of_assets,sa_pc_chg_in_efficiency_with_no_chg_in_assets,sa_pc_chg_in_assets_with_no_chg_in_efficiency,sa_pc_chg_in_efficiency_on_chg_in_assets,sa_total_div_pc_pat,sa_total_interest_exp,sa_nf_oper_exp_pc_total_exp,sa_f_oper_exp_pc_total_exp,sa_fin_serv_exp_pc_total_exp,sa_pbpt_net_of_peoi_inc_fin_serv,sa_pat_cont_ops_pc_inc_cont_ops,sa_pat_discont_ops_pc_inc_discont_ops,sa_total_provisions_pc_pbdita,sa_write_offs_pc_pbdita,sa_depreciation_pc_pbdita,sa_amortisation_pc_pbdita,sa_fin_serv_exp_pc_pbdita,sa_prov_direct_tax_pc_pbdita,sa_pat_pc_pbdita,sa_pbdita_pc_total_inc,sa_pbt_pc_total_inc,sa_pat_pc_total_inc,sa_cash_profit_pc_total_inc,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_pat_net_of_pe_pc_avg_networth,sa_pat_pc_avg_networth,sa_cash_profit_pc_avg_networth,sa_pbpt_net_of_peoi_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_capital_employed,sa_pat_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_tot_asset_net_menow_reval,sa_pc_chg_in_profitability_with_no_chg_in_income,sa_st_trade_bills_receivables_pc_current_assets_incl_st_invest_loans,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cash_n_bank_no_fd_security_current_liab_n_prov,sa_cash_n_bank_no_fd_security_cost_of_sales_per_day,sa_rawmat_stores_spares_avg_stk_rawmat_stores,sa_cost_of_goods_sold_avg_stk_fg,sa_sales_avg_debtors,sa_creditors_turnover,sa_total_inc_net_of_pe_compensation_to_empl,sa_sales_avg_gfa_net_of_reval,sa_sales_net_repairs_avg_nfa_net_of_reval,equity_facevalue_on_stkdate,eps_on_stkdate,equity_bv_on_stkdate,high_price,stock_returns,market_cap,pe,pb,traded_qty
285,6011,ADHARSHILA CAPITAL SERVICES LTD.,2018,1.3,0.8,58.7,-1.3,58.7,0.0,12.0,1.3,0.1,,,,1.6,2.0,,-1.3,-0.4,0.5,0.1,0.1,-0.8,-0.7,55.0,0.5,-0.4,0.77,1.5,2.6,0.8,,46.7,0.1,0.5,0.8,0.5,0.2,,1.3,0.8,-0.0409,-0.5714,0.0123,-1.3,0.0,-0.8,-1.0,-0.8,-0.8,,800.0,0.022000000000000002,0.4615,95.2381,6.81,1.8945,,0.1,61.5385,76.9231,15.3846,-1.4,-100.0,0.0,-50.0,0.0,0.0,0.0,-100.0,-75.0,325.0,-30.7692,-76.9231,-100.0,-61.5385,-92.3077,-2.0779,-2.2511,-1.3853,-1.1864,-2.0339,-2.2034,-2.0287,155.3846,0.0,1.0,1.1538,0.0228,0.4615,146.0,,,,,1.1818,1.6,8.0,,,,,,,,,
298,6136,ADINATH EXIM RESOURCES LTD.,2018,6.8,,81.1,4.0,81.1,0.0,11.7,0.1,,,,,1.7,2.4,,4.0,5.1,3.0,,,-1.7,4.4,46.9,1.9,5.1,0.7,1.7,2.8,,,69.4,0.1,1.9,,6.8,11.2,,6.8,,0.3272,0.9181,0.0546,4.0,0.0,4.4,4.4,-1.7,4.0,0.0,0.0,0.0868,0.2955,70.6249,25.1729,29.3751,0.0,,60.7143,85.7143,25.0,0.6471,58.8235,0.0,0.0,0.0,0.0,0.0,13.7255,7.8431,78.4314,75.0,64.7059,58.8235,58.8235,58.8235,5.1315,5.1315,5.1315,5.6446,5.1315,5.1315,5.1053,15.0327,0.0,23.4,23.4,0.0,22.6,257.6471,,,,,13.6,0.0,0.0,10.0,1.0234,75.1,32.0,1.05,127.4323,31.0811,1.7128,9310.0
315,6347,ARIS INTERNATIONAL LTD.,2018,1.2,1.1,9.6,-0.2,9.6,0.35,3.2,0.3,0.3,0.7,,0.7,1.1,1.4,,-0.2,0.1,,,,0.0,-0.2,4.6,,0.1,0.68,1.1,1.4,1.1,,6.4,,,1.1,0.1,2.9,11.4,1.2,1.1,-0.0087,0.4132,-0.0045,-0.2,0.0,-0.2,-0.2,0.0,-0.2,,,0.1319,-4.0,103.2967,-2.1739,-1.3945,,,78.5714,100.0,21.4286,-2.0,-16.6667,0.0,0.0,0.0,0.0,0.0,300.0,0.0,-200.0,8.3333,-16.6667,-16.6667,-16.6667,-16.6667,,,,-2.2727,-2.2727,-2.2727,-2.1978,109.5238,21.875,4.0,10.6667,,1.6667,165.9091,,,3.1429,,1.3333,,,,,,,,,,,
327,6374,NITIN CASTINGS LTD.,2018,606.1,596.1,741.2,8.4,741.2,337.2189,414.1,167.4,0.6,115.6,,115.6,579.4,588.6,38.6,5.3,24.1,5.7,7.0,207.1,52.7,10.9,25.7,623.6,62.7,492.25,582.0,633.7,576.7,38.6,327.1,300.4,623.6,,6.0,173.4,79.1,602.1,632.1,68.2175,-141.495,-13.9224,8.4,0.0,14.9,12.6,14.1,44.1,30.9524,198.4354,0.8639,-1.3874,162.2649,-78.23100000000001,15.3681,30.9524,7.0,91.4313,92.8831,1.4518,1.8167,1.3859,0.0,0.0,3.6683,61.563,0.0,14.673,6.6986,13.3971,10.3448,2.0789,1.3859,7.276,0.7308,1.005,1.9187,10.0731,1.9606,0.7914,1.5109,0.6271,90.64399999999999,27.916,0.8205,1.7878,0.3097,0.0895,12.3548,5.6885,,5.2404,8.1082,9.3494,1.0953,2.5051,10.0,4.8626,448.7,218.0,1.05,539.8397,122.6908,1.2238,2141.0
347,6584,ADOR FONTECH LTD.,2018,1547.4,1508.4,1332.4,89.8,1332.4,795.8506,988.4,195.5,0.1,258.1,,258.1,1333.7,1334.7,30.2,89.8,147.1,18.1,,218.0,138.3,126.3,35.0,373.4,177.3,1174.21,1399.3,1421.2,1508.4,30.2,344.0,186.5,373.4,675.8,19.2,654.8,49.7,1534.3,1472.0,1.0637,57.2953,0.0409,89.8,0.0,146.1,134.2,108.1,136.3,0.0,808.7936,1.1628,61.4737,98.1085,1.8215,0.1018,0.0,,93.8432,93.9136,0.0704,6.5781,5.8033,0.0,0.0,6.7118,17.0333,0.0,0.564,25.0423,50.6486,11.4579,8.6726,5.8033,8.8083,4.999,7.7213,9.0401,13.7212,12.7146,7.7213,9.0401,5.7637,119.9522,26.1129,2.8024,3.7069,0.0,1.5081,69.2804,4.0306,8.4658,5.3057,5.7078,6.4439,3.7871,7.7773,2.0,7.3771,1071.2,144.0,1.0911,2418.5,35.6186,2.4333,115369.0
352,6585,ADOR MULTIPRODUCTS LTD.,2018,71.2,69.3,73.1,-9.7,73.1,32.2069,35.3,18.2,,15.7,,15.7,77.4,79.4,1.2,-9.7,-7.4,1.1,1.8,8.8,-8.1,-10.0,28.6,41.8,-6.2,62.46,78.6,80.9,65.8,1.2,37.8,12.9,41.8,,1.3,15.5,5.9,70.6,69.3,5.2944,-31.704,-1.6904,-9.7,0.0,-9.4,-9.4,-9.3,-9.0,,537.2093,0.8009,-6.2444,112.8258,-18.8414,1.8413,,1.8,95.6737,98.1459,2.4722,-7.6923,-13.6236,0.0,0.0,0.0,-19.3548,0.0,-32.2581,-4.8387,156.4516,-8.7079,-13.2022,-13.6236,-12.6404,-14.5892,-19.2884,-18.1648,-16.8539,-14.7275,-15.1694,-14.2857,-11.5861,77.1149,44.4759,1.3102,1.8289,0.1031,0.3262,28.326999999999998,5.0842,104.1,4.9149,5.129,5.3083,1.1133,2.116,10.0,-2.6884,51.2,49.75,1.05,135.762,,2.8284,40966.0
370,6819,ADVANCED ENZYME TECHNOLOGIES LTD.,2018,2209.2,2153.0,3857.4,358.9,3857.4,1087.8538,1042.2,674.3,0.5,386.1,,386.1,1643.8,1677.5,78.1,311.8,483.3,15.5,28.5,548.6,505.2,443.3,223.3,1138.6,561.4,1372.31,1728.6,1846.3,2085.6,78.1,2815.2,978.6,1138.6,,49.9,259.9,267.9,2203.4,2149.0,407.6195,-92.6814,-19.7381,358.9,0.0,449.6,438.4,427.1,428.2,12.4547,220.0082,0.6157,0.4686,-31.3961,138.0825,-1.189,12.4547,28.5,89.0321,90.8574,1.8253,8.8838,16.2457,0.0,0.0,1.995,13.9116,0.0,6.0029,14.161,63.9295,25.4119,19.8443,16.2457,19.3826,16.0252,12.9788,13.1919,15.7392,14.1512,11.2718,11.4569,9.8406,-494.1355,37.0466,0.5667,1.3712,0.1548,0.006999999999999999,1.0347,4.3708,20.1514,6.1348,7.0088,7.8947,1.9527,2.1943,2.0,3.6803,2997.4,323.5,1.1153,34839.7308,102.6509,12.6364,4394623.0
379,6916,ADVANI HOTELS & RESORTS (INDIA) LTD.,2018,639.1,624.8,715.0,86.3,715.0,24.0664,196.8,138.3,0.8,31.9,,31.9,472.1,472.8,35.2,58.5,130.6,0.7,0.5,14.7,152.7,121.1,92.4,577.0,165.8,326.54,502.9,552.8,624.8,35.2,518.2,505.9,577.0,624.8,4.3,47.3,94.3,629.6,624.8,41.8035,-10.4833,-0.7202,86.3,0.0,129.9,129.9,117.5,112.9,26.7671,123.5027,0.9621,0.7166,-34.2591,136.6127,0.363,26.7671,0.5,85.4016,85.5282,0.1266,28.1628,13.5034,0.0,0.0,0.0,21.2304,0.0,0.4222,26.2967,52.0507,25.9427,20.3255,13.5034,17.6655,12.3888,17.4849,19.3454,25.3082,26.7034,17.1996,19.0298,11.7426,176.7052,16.2093,1.1498,1.3264,0.0153,0.8765,94.4253,,,20.8963,4.1355,3.0863,1.1208,1.2409999999999999,2.0,2.0424,500.8,86.5,1.1119,3928.6363,52.4518,8.5387,354617.0
384,6923,ADOR WELDING LTD.,2018,4744.2,4678.2,4697.8,185.6,4697.8,1427.3298,2955.7,1675.4,116.9,940.0,,940.0,4244.6,4306.6,100.8,103.8,346.5,9.9,6.5,538.4,393.5,276.9,136.0,2452.7,447.3,3949.67,4415.5,4518.5,4655.6,100.8,1742.1,930.5,2452.7,52.0,46.2,1143.4,480.3,4738.0,4638.1,582.7199,-663.6602,-78.8597,185.6,0.0,284.5,280.2,292.7,291.3,36.6379,502.76199999999994,1.0651,-0.3378,415.3068,-364.6558,44.0175,36.6379,6.5,93.9383,95.3104,1.3721,5.9935,3.9121,0.0,0.0671,0.8943,22.5352,0.0,13.8609,21.1491,41.4934,9.4284,5.9062,3.9121,6.1401,4.0439,7.8992,7.6519,12.0096,9.2027,6.3678,6.1684,4.3017,129.2521,31.803,1.3014,1.6645,0.3278,0.0952,14.4082,16.3235,16.8465,5.4316,4.9186,12.3675,1.9377,5.0646,10.0,17.1784,2518.3,615.0,1.1777,8211.4343,52.4357,3.3311,989190.0
390,6953,ADVENT COMPUTER SERVICES LTD.,2018,1.6,1.1,183.2,-5.2,183.2,38.6182,13.5,4.9,0.1,7.8,6.7,7.8,5.9,6.8,,-5.2,-4.3,,0.3,,-4.8,-5.7,162.7,151.0,-4.3,1.76,5.9,6.8,1.1,,169.7,129.5,151.0,1.1,,6.6,26.7,1.6,1.1,0.1479,-3.0498,-0.098,-5.2,0.0,-5.2,-5.2,-4.8,-5.2,,0.8494,0.0089,-0.5357,101.6611,-4.9292,3.2681,,0.3,86.7647,100.0,13.2353,,-325.0,0.0,0.0,0.0,0.0,0.0,-20.9302,0.0,120.9302,-268.75,-325.0,-325.0,-325.0,-325.0,-3.4166,-3.4166,-3.4166,-3.3392,-3.0463,-3.0463,-2.8921,287.5,57.7778,1.9565,1.9565,0.1631,0.8116,346.4407,,,0.1528,0.0435,2.2857,0.0073,0.0085,10.0,-0.1721,152.0,3.05,1.05,47.8447,,0.3148,10500.0
399,7068,AEGIS LOGISTICS LTD.,2018,5311.3,5017.6,12641.1,1009.2,12641.1,4617.5478,2666.8,3488.5,0.8,402.7,193.8,402.7,3914.5,3988.9,178.4,703.7,1182.8,39.1,63.6,180.0,1121.2,1081.6,334.0,7739.7,1414.9,3361.0,4055.9,4320.2,4994.0,178.4,9974.3,7450.9,7739.7,2056.4,266.9,-1936.3,1392.4,5293.8,5035.7,1543.5813,-272.0704,-101.4109,1009.2,0.0,1108.4,1108.4,889.1,1073.0,28.1312,67.3422,0.4411,0.3579,-23.2519,131.9188,-0.5342,28.1312,63.6,90.6092,92.3314,1.7221,4.0525,19.000999999999998,0.0,0.0,0.0,12.6087,3.7953,5.2583,7.0111,71.3266,26.6394,20.8687,19.000999999999998,20.2022,18.7332,13.5145,13.753,14.6224,11.222999999999999,10.2902,10.4718,8.2361,41.7247,15.1005,0.3756,0.4552,0.3553,0.0413,13.2109,0.9787,24.3286,13.2216,7.6292,11.2826,0.7481,0.7709999999999999,1.0,2.9692,7853.6,300.8,1.1057,99699.0,109.4031,12.8457,1294778.0
404,7077,LUDLOW JUTE & SPECIALITIES LTD.,2018,3372.2,3336.8,2596.6,17.9,2596.6,1109.3649,1016.1,816.9,0.8,258.4,1.0,258.4,3242.4,3284.2,52.3,-14.5,74.6,0.8,39.7,627.6,91.6,11.4,107.9,2378.1,126.9,2862.97,3296.0,3351.5,3329.4,52.3,1580.5,1456.6,2378.1,,13.9,108.4,164.8,3353.0,3334.0,1307.0092,-1134.2593,-410.6499,17.9,0.0,32.8,29.5,39.3,66.6,150.2793,229.0814,1.3398,-0.3556,476.7798,-549.3944,170.21,150.2793,39.7,96.7447,97.9919,1.2472,0.8201,0.5308,0.0,0.7879999999999999,1.8125,41.2136,0.0,32.9393,9.1411,14.1056,3.7631,0.8748,0.5308,1.975,-0.0358,-0.0758,1.1299,4.2041,0.5354,-0.0564,0.8407,-0.0477,100.146,25.4306,0.3588,1.1305,0.4011,0.0283,2.6024,6.6625,10.203,12.8264,13.1959,4.0422,1.4305,2.3226,10.0,1.3459,1597.5,132.9,1.1998,1358.4904,93.689,0.8504,624262.0
417,7633,SHIRPUR GOLD REFINERY LTD.,2018,19570.2,19539.1,6683.1,30.4,6683.1,5796.5298,4128.8,2408.4,0.5,2791.4,,2791.4,19266.0,19516.7,67.2,30.4,300.7,31.1,148.6,379.7,336.9,50.1,291.4,3633.4,367.9,19193.19,19269.4,19603.6,19536.9,67.2,2554.3,1577.7,3633.4,16944.5,31.1,1419.4,910.5,19570.2,19602.9,-3088.0925,6709.3355,-1207.643,30.4,0.0,50.0,50.0,269.7,117.2,0.0,1238.4547,2.3731,-1.3334,277.9804,-127.9455,-51.9247,0.0,148.6,98.2779,99.5567,1.2788,1.6109,0.1553,0.0,0.0,0.0,18.2658,0.0,68.1435,5.3275,8.2631,1.8799,0.2555,0.1553,0.5989,0.1558,0.9162,0.9132,3.5205,0.705,0.4292,0.4278,0.3699,93.0651,67.608,1.4137,1.5891,0.8712,0.2013,9.1868,28.6734,235.2107,5.1018,20.796999999999997,758.5349,5.3776,12.1259,10.0,1.0468,3370.8,205.6,1.129,5792.4758,139.1898,1.7269,53425.0
422,8083,AGRI-TECH (INDIA) LTD.,2018,216.1,1.6,1097.3,206.2,1097.3,3.1875,345.8,8.8,,1.5,1.5,1.5,5.0,8.0,1.9,206.2,209.2,,,0.2,-3.4,205.2,61.9,471.5,211.1,4.88,6.8,9.9,1.5,1.9,751.5,444.7,471.5,,213.5,330.6,0.9,215.2,1.6,0.28800000000000003,145.4188,69.7932,206.2,0.0,206.2,206.2,-5.3,208.0,0.0,0.3598,0.2181,0.6707,67.4797,0.1336,32.4089,0.0,,50.5051,80.8081,30.303,0.9611,95.4188,0.0,0.0,0.0,0.9,0.0,1.4211,0.0,97.6788,97.6863,95.4188,95.4188,96.2517,95.3996,20.901,20.9926,21.1759,20.8367,20.8469,20.9383,20.7217,3.3392,0.4338,0.2386,38.5682,0.0023,0.0682,32.2059,0.0,,2.1333,1.1613,107.6,0.0034,0.0036,10.0,34.5623,1086.9,184.0,1.1999,1089.693,15.7109,1.0026,860142.0
436,8183,AGRO TECH FOODS LTD.,2018,8126.1,8117.3,4531.9,316.5,4531.9,2195.0588,1959.6,776.3,1.4,550.7,51.3,550.7,7485.0,7489.0,174.7,260.1,493.4,6.5,2.5,942.2,659.6,489.7,243.7,2186.7,668.1,6149.91,7651.3,7836.9,8084.8,174.7,2572.3,1846.8,2186.7,,8.8,998.7,220.2,8126.1,8144.6,-567.4887,604.3673,-42.1787,316.5,0.0,489.4,489.4,484.9,494.3,14.6919,439.5332,1.8447,0.016,-11403.1572,10707.3333,860.7416,14.6919,2.5,95.5097,95.5607,0.051,55.6477,3.8949,0.0,0.0,0.0,26.1488,0.0,0.5987,25.8794,47.3731,8.2217,6.0226,3.8949,6.0829,3.8985,9.8047,9.7954,15.2982,14.7536,9.5445,9.5354,7.1916,97.8601,28.1027,1.014,2.1779,0.0,0.3444,13.9297,6.0087,16.9349,16.2835,8.4258,18.046,3.8418,4.3633,10.0,13.0041,3465.9,820.0,1.1063,19868.2609,62.7155,5.8422,680112.0
449,8312,AHLUWALIA CONTRACTS (INDIA) LTD.,2018,16531.3,16467.4,12568.8,1154.5,12568.8,6852.9721,9070.4,5807.8,4.0,5705.1,,5705.1,13731.3,13977.8,256.3,1154.5,2021.7,42.0,177.9,1891.4,2229.3,1768.5,134.0,1408.7,2278.0,13001.25,13982.5,14870.0,16461.5,256.3,3498.4,975.2,1408.7,22.0,42.0,2538.6,378.9,16509.4,15960.6,577.6074,1534.0778,61.7148,1154.5,0.0,1775.2,1735.8,1973.0,1352.7,0.0,1688.6177,1.3238,4.5003,70.5842,26.5762,3.0102,0.0,177.9,92.3423,94.0,1.6577,42.1071,6.9837,0.0,1.6506,0.079,11.2511,0.0,10.8209,25.518,50.6804,13.7799,10.5001,6.9837,8.1827,6.9524,20.3559,20.4748,23.9898,28.3493,18.3994,18.5068,9.1913,53.7467,62.898,1.0953,1.4289,0.0479,0.1274,22.8802,10.0854,3662.3239,2.5596,3.1661,12.2728,12.349,16.281,2.0,17.1345,6503.8,445.0,1.0876,28476.4118,26.4601,4.5767,373891.0
475,8628,AIRAN LTD.,2018,369.0,332.2,921.4,56.1,921.4,77.3393,275.7,30.5,1.7,76.3,,76.3,216.6,273.5,21.5,56.1,129.7,8.9,12.4,,115.6,64.2,125.0,691.4,151.2,125.35,238.0,312.9,330.1,21.5,645.7,548.7,691.4,332.2,27.0,218.3,86.0,359.2,332.2,89.6443,-22.345,-6.4994,46.3,9.8,72.8,72.7,94.1,77.6,0.0,60.5431,0.7058,0.5161,-36.7516,147.4414,-1.6002,0.0,12.4,69.2234,87.4081,18.1847,2.3778,15.2033,0.0,0.0,0.0661,14.2196,0.0,37.6323,10.9788,37.1032,40.9756,19.7019,15.2033,21.0298,13.2238,12.2502,14.4681,20.0129,12.9841,9.6066,11.3459,9.0857,73.5022,27.675,5.6043,6.8369,0.2085,3.0348,26.3782,,,3.0774,1.9733,2.5084,1.1793,2.0821,10.0,3.7994,415.8,379.0,1.0841,4621.3643,153.4606,11.1144,214000.0
481,8893,AJANTA PHARMA LTD.,2018,19063.5,18304.5,23186.5,4275.2,23186.5,8973.261,11008.1,2779.8,0.5,4702.2,502.7,4702.2,13244.2,13246.6,571.4,4275.2,5739.3,10.6,2.4,3173.7,5551.8,5706.9,176.9,13793.8,6310.7,9649.23,14076.5,15279.8,18243.9,571.4,12178.4,10366.9,13793.8,2009.2,728.9,7111.3,811.6,19034.6,18796.0,5246.9307,-3976.0261,-1104.0046,4275.2,0.0,5736.9,5653.3,4980.4,5104.5,0.0,176.5668,0.9336,0.0376,-2382.2804,3143.7571,-550.0945,0.0,2.4,86.6778,86.6935,0.0157,7.8295,22.4261,0.0,1.3247,0.0,9.0545,0.0,0.038,21.8375,67.7453,33.1036,29.6551,22.4261,26.7763,22.3088,24.7211,24.8888,29.7167,33.1479,24.6648,24.8321,20.7949,103.8896,42.7158,2.2842,3.3689,0.0012,0.7174,9.5603,3.5803,8.1076,4.5134,3.4316,6.5987,1.6353,2.2744,2.0,56.6639,20822.3,1595.0,1.0536,139824.2354,30.3326,7.5464,1995640.0
490,9167,AJCON GLOBAL SERVICES LTD.,2018,57.9,18.5,213.4,3.1,213.4,30.326999999999998,145.7,56.8,0.3,9.4,4.7,9.4,44.4,51.3,2.3,3.1,11.2,1.0,4.8,98.3,-25.9,4.3,61.2,47.9,13.5,20.66,45.8,54.8,18.5,2.3,67.7,15.0,47.9,18.5,39.4,86.4,5.2,57.9,18.5,-4.7525,-13.8161,0.8685,3.1,0.0,4.3,4.0,-28.2,5.5,0.0,123.3333,0.266,1.2123,78.0568,26.8501,6.7068,0.0,4.8,81.0219,93.6131,12.5912,0.1091,5.3541,0.0,0.0,2.2222,17.037,0.0,51.1111,6.6667,22.963,23.3161,6.9085,5.3541,9.4991,5.3541,2.084,2.084,3.6975,2.1473,1.5481,1.5481,1.4243,48.2441,6.4516,0.5216,2.4922,0.2701,0.3592,165.7642,,,1.5102,0.0804,2.5395,0.387,1.1491,10.0,0.5396,150.5,42.0,1.0497,248.9293,103.7206,1.6877,10555.0
514,9553,AKASHDEEP METAL INDS. LTD.,2018,4.3,,201.1,1.1,201.1,0.0,36.1,0.3,0.1,,,,1.6,2.3,,1.1,2.2,4.3,0.1,,-1.6,2.0,85.0,0.2,2.2,0.7,1.5,3.2,,,165.0,0.1,0.2,,4.3,35.8,0.2,4.3,,9.9326,-2.8436,-6.8889,1.1,0.0,1.5,1.5,-1.6,1.0,0.0,0.0,0.0364,0.0024,-1421.8182,4966.2808,1521.8182,0.0,0.1,50.0,71.875,21.875,0.4651,25.5814,0.0,0.0,0.0,0.0,0.0,31.8182,18.1818,50.0,51.1628,34.8837,25.5814,23.2558,37.2093,1.3594,0.9346,0.8496,1.6985,1.3588,0.9342,1.3531,62.7907,0.0,14.6667,120.3333,0.0005,0.6667,48.6667,,,,0.0,4.3,0.0,0.0,10.0,0.3227,201.6,47.85,1.0499,404.2996,175.7824,3.1503,163125.0
522,9780,HUBTOWN LTD.,2018,6086.3,3281.9,42063.4,265.4,42063.4,1504.4779999999998,22500.7,22736.8,2.1,3522.1,,3522.1,1404.4,4532.2,27.5,265.4,4152.8,279.5,3127.8,9476.5,2250.6,-453.4,727.4,324.7,4180.3,1066.66,1389.1,6194.0,3263.9,27.5,19562.7,101.7,324.7,162.2,451.3,-808.1,1732.2,3767.5,3655.0,191.6108,-485.4643,-14.5465,265.4,0.0,1025.0,229.0,2223.1,1001.7,0.0,3227.0403,0.1451,-0.2528,157.4138,-62.1306,-19.4565,0.0,3868.3,22.6736,73.1708,50.4973,-1.0047,4.3606,0.0,0.1818,18.8599,0.6578,0.0,74.8224,-0.8708,6.3488,68.6838,3.7625,4.3606,16.4583,-31.285999999999998,-6.7681,1.5239,5.7518,-1.4479,-3.7641,0.8475,-2.8106,186.50599999999997,15.6533,0.2021,0.9645,0.7078,0.0061,39.125,30.5455,,0.9521,0.8486,22.1879,10.0379,30.5435,10.0,2.1269,17783.8,167.0,1.1419,11859.5838,76.6618,0.6669,4451247.0
561,10566,ALEMBIC LTD.,2018,1645.6,1253.0,5286.4,417.8,5286.4,548.4228,1868.4,482.5,0.1,254.3,,254.3,961.8,963.5,38.0,353.5,465.6,2.1,1.7,324.1,111.0,384.6,534.1,1442.8,503.6,917.42,1085.8,1047.6,1231.1,38.0,3418.0,1322.3,1442.8,200.6,313.3,1229.3,206.7,1591.2,1072.8,141.5565,-260.4065,-20.6499,417.8,0.0,463.9,463.9,73.0,436.4,12.7812,94.7591,0.3986,-0.4599,186.6713,-101.4742,-3.0238,12.7812,1.7,91.8099,91.9721,0.1623,1.2276,25.3889,0.0,0.0,0.0,7.5457,0.0,0.3376,9.1541,82.9627,30.6028,28.1903,25.3889,26.5192,22.8381,11.029000000000002,12.68,13.2445,11.6344,10.9931,12.6388,8.8017,147.1129,13.6106,2.4768,3.0786,0.0062,2.0404,2.7565,6.5401,6.1141,5.3015,3.975,7.6721,1.7258,2.0469,2.0,1.5476,3489.5,72.0,1.1053,18665.5248,47.0283,5.3491,13631703.0
566,10674,ALFA ICA (INDIA) LTD.,2018,583.2,573.6,342.8,11.8,342.8,233.003,241.5,125.3,0.1,86.3,,86.3,539.3,553.7,6.8,11.8,30.4,0.1,12.3,128.4,28.2,16.6,40.4,200.5,37.2,487.22,552.1,565.3,564.5,6.8,101.3,97.4,200.5,,9.6,85.9,71.8,583.2,567.5,48.0314,6.5708,0.5977,11.8,0.0,16.0,16.0,21.4,17.7,0.0,588.9117,1.7493,1.9856,11.9037,87.0134,1.1158,0.0,12.3,95.4007,97.948,2.5473,1.7292,2.0233,0.0,0.0,0.0,18.2796,0.0,38.7097,11.2903,31.7204,6.3786,2.7435,2.0233,3.035,2.1262,9.2159,8.77,13.155,6.2254,4.6503,4.4253,3.7193,58.0075,35.735,0.6738,1.6577,0.9444,0.013000000000000001,1.1239,3.8539,26.5515,8.1017,8.9626,41.9568,2.94,6.0474,10.0,3.1436,143.3,83.0,1.05,335.32,34.2163,2.4548,3724.0
575,10714,ALFA TRANSFORMERS LTD.,2018,471.3,469.6,670.0,-27.7,670.0,254.0039,343.3,294.1,0.2,177.9,16.1,177.9,473.6,493.3,11.5,-27.7,-7.0,1.6,14.4,125.5,3.3,-26.6,76.8,309.6,4.9,428.81,476.8,506.3,462.5,11.5,326.7,309.6,309.6,,1.7,37.2,30.1,471.3,476.9,66.8551,92.8537,21.3912,-27.7,0.0,-26.7,-27.7,-8.6,-14.8,,151.6796,1.1520000000000001,2.3642,51.272,36.9161,12.1553,,14.4,93.5414,97.4324,3.891,-15.6471,-5.8774,0.0,0.0,20.4082,234.6939,8.1633,402.0408,0.0,-565.3061,1.0397,-5.8774,-5.8774,-3.1403,-5.8561,-17.8525,-17.9172,-9.5731,-10.9151,-11.3254,-11.3664,-6.7465,1615.0677,51.8206,0.6934,1.1262,0.5202,0.0879,19.827,6.9277,19.016,3.9446,3.3519,18.2674,3.8445,3.7757,10.0,-1.6302,192.1,49.5,1.05,353.481,,2.2849,78112.0
