,sa_total_income,sa_sales,sa_total_assets,sa_pat,sa_total_liabilities,sa_gross_working_capital_cosm,sa_current_assets_incl_st_invest_loans,sa_current_liabilities,sa_cash_bal,sa_st_trade_bills_receivables,sa_debtors_more_6m,sa_st_trade_receivables,sa_nf_operating_expenses,sa_f_operating_expenses,sa_dep_owned_ast,sa_retained_profits,sa_pbit,sa_interest_inc,sa_interest_exp,sa_st_inventories,sa_pbdita_net_of_peoifi,sa_pbpt_net_of_peoi,sa_total_capital,sa_gross_fixed_assets,sa_pbdita,sa_cost_of_goods_sold,sa_cost_of_sales,sa_total_expense,sa_net_sales,sa_depreciation,sa_non_current_assets,sa_net_fixed_assets,sa_gross_fixed_assets.1,sa_non_fin_services_inc,sa_inc_fin_serv,sa_net_working_capital,sa_non_current_liabilities,sa_tot_inc_net_of_pe,sa_sales_n_chg_in_stk,sa_chg_in_assets_with_no_chg_in_efficiency,sa_chg_in_efficiency_with_no_chg_in_assets,sa_chg_in_efficiency_on_chg_in_assets,sa_reported_pat,sa_diff_in_pat,sa_pbpt,sa_pbt,sa_pbit_net_of_peoifi,sa_cash_profit,sa_equity_div_inc_dist_pc_pat,sa_sales_net_fixed_assets,sa_total_income_avg_tot_asset_net_miscexp_now_reval,sa_chg_in_efficiency_in_use_of_assets,sa_pc_chg_in_efficiency_with_no_chg_in_assets,sa_pc_chg_in_assets_with_no_chg_in_efficiency,sa_pc_chg_in_efficiency_on_chg_in_assets,sa_total_div_pc_pat,sa_total_interest_exp,sa_nf_oper_exp_pc_total_exp,sa_f_oper_exp_pc_total_exp,sa_fin_serv_exp_pc_total_exp,sa_pbpt_net_of_peoi_inc_fin_serv,sa_pat_cont_ops_pc_inc_cont_ops,sa_pat_discont_ops_pc_inc_discont_ops,sa_total_provisions_pc_pbdita,sa_write_offs_pc_pbdita,sa_depreciation_pc_pbdita,sa_amortisation_pc_pbdita,sa_fin_serv_exp_pc_pbdita,sa_prov_direct_tax_pc_pbdita,sa_pat_pc_pbdita,sa_pbdita_pc_total_inc,sa_pbt_pc_total_inc,sa_pat_pc_total_inc,sa_cash_profit_pc_total_inc,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_pat_net_of_pe_pc_avg_networth,sa_pat_pc_avg_networth,sa_cash_profit_pc_avg_networth,sa_pbpt_net_of_peoi_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_capital_employed,sa_pat_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_tot_asset_net_menow_reval,sa_pc_chg_in_profitability_with_no_chg_in_income,sa_st_trade_bills_receivables_pc_current_assets_incl_st_invest_loans,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cash_n_bank_no_fd_security_current_liab_n_prov,sa_cash_n_bank_no_fd_security_cost_of_sales_per_day,sa_rawmat_stores_spares_avg_stk_rawmat_stores,sa_cost_of_goods_sold_avg_stk_fg,sa_sales_avg_debtors,sa_creditors_turnover,sa_total_inc_net_of_pe_compensation_to_empl,sa_sales_avg_gfa_net_of_reval,sa_sales_net_repairs_avg_nfa_net_of_reval,equity_facevalue_on_stkdate,eps_on_stkdate,equity_bv_on_stkdate,high_price,stock_returns,market_cap,pe,pb,traded_qty,delisted
989,1056.0,1055.8,367.4,2.1,367.4,275.4751,295.1,220.9,2.3,234.6,32.7,234.6,1038.4,1046.0,2.2,2.1,10.9,0.1,7.1,22.4,12.9,3.2,100.0,33.4,13.1,1035.31,1045.1,1049.4,1055.8,2.2,72.3,20.8,33.4,,0.1,71.2,2.6,1056.0,1051.3,24.3804,-194.623,-3.8574,2.1,0.0,3.3,3.3,10.7,4.3,0.0,5075.9615,2.8703,-24.3497,111.788,-14.0037,2.2145,0.0,7.1,98.9518,99.676,0.7242,32.0,0.1989,0.0,0.0,0.0,16.7939,0.0,58.0153,9.1603,16.0305,1.2405,0.3125,0.1989,0.4072,0.1989,1.482,1.482,3.0346,1.624,1.0657,1.0657,0.5708,87.177,79.4985,1.077,1.3207,0.3648,0.0104,0.8033,89.8246,144.7986,4.0725,6.3260000000000005,153.0435,31.7057,48.6544,10.0,0.78,151.2,4.51,1.1,45.0,16.4286,0.3132,107500.0,False
990,1.1,,26.9,0.1,26.9,0.0,13.9,,0.3,0.5,0.5,0.5,0.7,1.0,,0.1,0.4,0.9,,,-0.7,0.1,31.0,0.3,0.4,0.42,0.7,1.0,,,13.0,0.1,0.3,,1.1,13.9,,1.1,,-0.002,0.002,-0.0,0.1,0.0,0.1,0.1,-0.7,0.1,0.0,0.0,0.040999999999999995,0.0,,,,0.0,,70.0,100.0,30.0,0.0909,9.0909,0.0,0.0,0.0,0.0,0.0,75.0,0.0,25.0,36.3636,9.0909,9.0909,9.0909,9.0909,0.3724,0.3724,0.3724,0.3724,0.3724,0.3724,0.3724,100.0,3.5971,,,0.0,,2711.4286,,,0.0,,1.8333,0.0,0.0,,,,,,,,,,False
991,,,108.0,-5.3,108.0,49.4757,102.5,44.0,,64.5,64.5,64.5,2.1,3.2,0.7,-5.3,-2.8,,0.9,25.4,-2.1,-3.9,94.0,281.0,-2.1,1.03,2.8,5.3,,0.7,5.5,0.3,281.0,,,21.4,394.3,,0.0,0.0,0.0,0.0,-5.3,0.0,-3.9,-5.3,-2.8,-3.2,,0.0,0.0,0.0,,,,,0.9,39.6226,60.3774,20.7547,,,0.0,0.0,-66.6667,-33.3333,0.0,-52.381,0.0,252.38099999999997,,,,,,,,,-27.2727,-37.0629,-37.0629,-4.8292,,62.9268,0.8590000000000001,1.2819,,0.0092,91.25,0.0,0.0928,0.0,0.0,0.0,0.0,0.0,10.0,-0.4361,-360.3,3.45,1.05,32.3386,,,41051.0,False
992,17.6,,115.8,2.4,115.8,0.0,91.7,47.9,0.5,,,,6.1,10.9,1.6,2.4,9.9,14.9,4.6,2.9,-6.1,4.9,30.0,13.9,11.5,3.86,7.7,15.2,-0.3,1.6,24.1,5.7,13.9,,17.4,43.8,3.7,17.4,,1.9093,0.2586,0.0321,2.4,0.0,5.1,3.1,-7.7,5.8,0.0,0.0,0.1598,0.1811,11.7567,86.7857,33.016,0.0,4.6,40.1316,71.7105,31.5789,0.2816,13.6364,0.0,6.9565,10.4348,13.913,0.0,41.7391,6.087000000000001,20.8696,65.3409,17.6136,13.6364,32.9545,12.6437,3.6913,4.0268,9.7315,4.9,2.2,2.4,1.9973,352.8736,0.0,0.0271,1.9144,0.8125,0.0104,23.7013,,,,0.25,5.8,0.0,0.0,10.0,1.2,62.7,24.7,1.05,74.1,30.2727,1.1818,62025.0,False
993,59.7,59.0,58.9,0.1,58.9,35.8493,27.0,12.2,0.3,12.0,,12.0,52.4,53.6,7.5,0.1,0.2,0.1,0.8,8.0,7.0,-1.2,39.1,88.1,7.7,48.45,59.5,60.0,56.9,7.5,31.9,30.1,88.1,6.7,0.5,12.4,2.0,59.5,59.4,-4.8214,4.6976,-0.3762,0.1,0.0,-1.0,-1.0,-0.5,6.5,0.0,196.0133,0.9715,0.0935,-939.5281,964.2814,96.07,0.0,0.8,87.3333,89.3333,2.0,-2.4,0.1675,0.0,0.0,0.0,97.4026,0.0,15.5844,-14.2857,1.2987,12.8978,-1.675,0.1675,10.8878,-0.1681,-0.2237,0.2237,14.5414,-2.2079,-0.184,0.184,-0.1627,99.9842,44.4444,1.3197,2.0164,0.1454,0.2049,15.3361,2.7027,138.4286,5.2212,8.9773,9.9167,0.6716,1.7665,10.0,0.5491,33.7,33.95,1.05,92.7385,47.166,2.8188,1900.0,False
994,455.4,455.0,433.7,29.4,433.7,302.7683,349.9,159.1,0.1,152.3,4.1,152.3,348.4,363.8,13.7,29.4,60.7,0.2,11.9,125.9,74.0,45.1,31.8,177.6,74.4,344.75,394.7,393.4,437.7,13.7,83.8,77.9,177.6,16.6,0.2,126.4,16.2,455.2,422.4,-0.9761,60.5253,-0.1492,29.4,0.0,45.3,44.4,60.3,43.1,0.0,584.0822,1.023,-54.0,101.8945,-1.6433,-0.264,0.0,11.9,88.5613,92.4759,3.9146,225.5,6.4559,0.0,0.0,1.2097,18.414,0.0,20.6989,20.1613,39.5161,16.3373,9.7497,6.4559,9.4642,6.4148,14.4055,14.5042,21.263,13.4969,8.7386,8.7984,6.5596,71.1822,43.5267,0.9555,1.6317,0.4181,0.0085,2.4968,6.691,3.931,3.2373,5.4302,20.4126,2.5663,5.4006,10.0,10.0314,230.7,30.05,1.05,95.559,2.9956,0.4142,1800.0,False
995,486.5,417.4,316.3,-142.0,316.3,109.9884,179.5,313.0,0.3,169.6,9.5,169.6,490.5,513.4,10.1,-142.0,-119.1,1.5,20.1,1.8,-73.1,-93.0,156.5,109.5,-109.0,419.77,500.4,628.5,349.6,10.1,136.8,109.5,109.5,417.4,13.1,-204.4,88.6,430.5,417.4,-17.6855,-0.4295,0.0151,-142.0,0.0,-142.0,-142.0,-83.2,-82.8,,381.1872,1.6064,1.6455,2.3731,97.71,14.5559,,20.1,78.043,81.6866,3.6436,-7.0992,-29.1881,0.0,0.0,0.0,-9.2661,0.0,-21.0092,0.0,130.2752,-22.4049,-29.1881,-29.1881,-17.0195,-21.6028,,,,-99.5185,-99.5185,-151.9529,-30.7083,113.3833,94.4847,0.4494,0.4597,,0.0011,13.6401,,466.4111,4.5944,2.434,61.5,2.1957,2.3522,10.0,-2.2364,-151.8,26.9,1.1317,402.9858,,,705441.0,False
996,3093.2,3052.3,17451.1,-2717.4,17451.1,2878.0926,1995.9,10088.3,1.4,307.7,281.2,307.7,3298.9,3325.7,886.7,-2717.4,-1177.4,,20.6,416.9,-331.6,-1243.6,284.7,21651.6,-290.7,3698.52,4270.6,5725.6,3052.3,886.7,15455.2,14856.0,21651.6,,1.5,-8128.0,24056.9,3068.9,2967.3,-591.3718,-785.4793,106.4512,-2717.4,0.0,-1204.2,-2717.4,-1218.3,-317.5,,20.5459,0.1618,0.4238,61.8293,46.55,-5.8084,,20.6,57.6167,58.0847,0.4681,-829.0667,-87.8508,0.0,0.0,-520.5366,-305.0224,0.0,-9.2191,0.0,934.7781,-9.398,-87.8508,-87.8508,-10.2645,-89.3382,,,,-6.9256,-15.2685,-15.1332,-14.337,188.8393,15.4166,0.1532,0.1945,,0.0025,2.1367,8.1635,35.5627,2.0666,7.77,5.9579,0.141,0.1995,,,,,,,,,,False
997,21.1,6.5,243.5,1.1,243.5,45.818999999999996,201.8,3.3,,10.9,,10.9,14.1,14.9,1.3,1.1,4.1,13.6,0.1,5.4,-9.2,2.3,77.4,17.9,5.4,8.11,16.3,18.4,5.1,1.3,41.7,16.7,17.9,6.5,13.6,192.9,1.3,20.2,4.9,-11.4615,-66.8595,8.421,1.1,0.0,3.3,1.1,-10.5,4.6,0.0,38.9222,0.0749,1.7217,95.6502,16.3969,-9.7948,0.0,0.1,76.6304,80.9783,4.3478,0.1691,5.2133,0.0,0.0,40.7407,24.0741,0.0,14.8148,0.0,20.3704,25.5924,5.2133,5.2133,21.8009,0.9901,0.07400000000000001,0.4069,1.7015,0.8507,0.07400000000000001,0.4069,0.071,447.0297,5.4014,26.7955,44.8409,0.0,24.0455,2369.1411,,,0.5372,1.0606,8.08,0.1012,0.3757,1.0,0.1008,239.6,4.47,1.1491,312.696,1563.48,1.3775,279436.0,False
998,16254.5,15903.6,11068.7,1207.1,11068.7,4255.0403,5437.6,3785.3,2.4,2885.0,,2885.0,14405.0,14612.8,250.5,1036.4,2016.0,26.2,204.7,1974.4,1915.6,1742.2,354.5,5491.4,2266.5,11982.29,14206.0,15464.4,14992.3,250.5,5631.1,2753.4,5491.4,10.2,284.9,1177.8,1549.8,16229.5,16320.6,1747.6825,261.7336,32.1839,1207.1,0.0,1808.2,1794.6,1665.1,1545.4,11.7472,577.5986,1.5713,1.8024,12.82,85.6036,1.9637,11.7472,204.7,93.1494,94.4932,1.3437,6.1151,7.4263,0.0,0.6,0.0,11.0523,0.0,9.1683,25.921,53.2583,13.9438,11.0406,7.4263,9.5075,7.2837,22.6738,23.1534,29.6423,22.3265,15.1487,15.4691,11.4275,-21.2899,53.0565,0.7681,1.3072,0.4385,0.0129,1.2744,16.0987,21.8296,6.1885,6.2609,22.5598,3.0554,6.1947,,,,,,,,,,False
999,10768.3,7153.6,61445.2,-16599.2,61445.2,18311.0099,5430.6,25026.1,0.5,2335.3,,2335.3,6575.2,17977.3,326.5,-16599.2,3342.4,2659.8,5176.4,1462.7,84.5,-8772.8,1741.1,5387.1,3668.9,5760.48,6901.7,26873.6,6772.3,326.5,56014.6,4512.8,5387.1,,2871.3,-22349.4,25601.2,10029.5,6659.7,-13627.9894,-53987.9999,10902.9893,-16599.2,0.0,-8059.7,-16656.5,-242.0,-8196.4,,158.518,0.1309,2.7243,95.1951,24.0297,-16.8144,,5176.4,24.4671,66.8958,42.4286,-3.0553,-154.1488,0.0,214.8382,19.4772,8.8991,0.0,310.7771,-1.5618,-452.4299,34.0713,-154.6809,-154.1488,-76.116,-172.5679,-117.3682,-112.5637,-55.582,-15.1639,-29.9166,-28.6919,-21.0396,636.5917,43.0026,0.1174,0.1925,5.5802,0.0208,27.3894,1.5104,,0.77,0.7273,12.7878,0.5545,0.8539,2.0,-11.6137,19737.2,13.7,1.0991,4882.0607,,2.0155,6412387.0,False
1000,2191.8,1898.2,16746.6,187.5,16746.6,498.1205,1885.4,4702.2,0.1,281.8,,281.8,1689.6,1958.3,1.6,187.5,499.8,89.8,252.4,,208.6,187.0,1891.8,26.1,501.4,1621.91,1688.3,2004.3,1896.3,1.6,14861.2,3.5,26.1,,248.7,-3348.4,2557.1,2173.3,1898.2,-43.2405,-2451.4885,22.729,187.5,0.0,231.1,192.1,207.0,174.2,0.0,54234.2857,0.1297,15.6258,99.1702,1.7492,-0.6825,0.0,252.4,84.2988,97.7049,13.4062,0.7519,8.5546,0.0,5.2254,2.5529,0.3191,0.0,53.5899,0.9174,37.3953,22.8762,8.7645,8.5546,7.9478,7.813,1.8619999999999999,2.0561,1.9102,1.7179,1.5599,1.7225,1.0044,-200.2616,14.9464,0.185,0.3166,0.1636,0.1179,36.3422,,,3.3893,2.9135,30.2688,72.038,451.9524,2.0,0.1803,9244.5,5.45,1.1981,4765.6635,79.443,0.5177,132586779.0,False
1001,107.5,102.8,229.6,0.2,229.6,149.4025,229.4,3.0,0.8,159.4,,159.4,102.1,102.7,0.2,0.2,1.0,4.7,,2.1,-3.5,0.4,143.8,0.5,1.2,105.0,106.5,103.1,102.8,0.2,0.2,0.1,0.5,102.8,4.7,225.6,,107.5,98.6,-15.8477,-98.2154,7.2631,0.2,0.0,0.4,0.3,-3.7,0.5,0.0,102800.0,0.45299999999999996,5.6359,91.962,14.8387,-6.3299,0.0,,99.0301,99.61200000000001,0.5820000000000001,0.0851,0.18600000000000003,0.0,0.0,8.3333,16.6667,0.0,50.0,8.3333,16.6667,1.1163,0.2791,0.18600000000000003,0.4651,0.18600000000000003,0.0886,0.0886,0.2216,0.1773,0.0886,0.0886,0.0843,71.6146,69.4856,46.1316,60.3684,0.0,4.1842,3.77,,25.0,0.7338,9.2804,67.1875,186.9091,514.0,1.0,0.0083,226.8,18.9,1.05,2674.68,10439.88,11.8453,531643.0,False
1002,1171.5,1066.5,2079.0,308.1,2079.0,523.9198,643.1,49.0,0.1,162.7,,162.7,735.9,736.1,44.5,148.9,393.9,14.6,,243.7,333.5,383.4,73.5,588.5,438.4,585.42,777.1,866.3,950.3,44.5,1435.9,552.1,588.5,,94.6,546.3,132.8,1162.1,1069.4,98.9739,8.0748,0.7513,308.1,0.0,393.7,390.1,289.0,332.2,42.9406,193.1715,0.6022,0.6509999999999999,7.4905,91.8125,4.3999,42.9406,,84.9475,84.9706,0.0231,4.0529,26.2996,0.0,0.0,0.8212,10.1505,0.0,0.0456,18.7044,70.2783,37.4221,33.2992,26.2996,28.3568,25.7121,16.9282,17.4551,18.8205,21.7211,16.9282,17.4551,15.3597,77.3237,25.2993,5.3734,8.9059,0.0,2.9189999999999996,15.2181,2.2252,67.6786,6.5833,64.0765,16.0733,1.1286,1.8674,5.0,21.1312,2051.8,437.0,1.1896,6305.7063,20.3017,3.0733,1026573.0,False
1003,4516.1,4498.7,4286.5,-517.7,4286.5,4565.4887,2451.9,1765.2,4.4,922.5,,922.5,4493.8,4729.5,116.2,-517.7,-287.9,13.8,234.6,1087.7,-189.1,-527.2,178.8,1787.1,-171.7,2986.98,4803.0,4839.8,4024.8,116.2,1834.6,1672.8,1787.1,,13.8,581.6,680.2,4516.1,4304.7,-1225.6895,-4852.8285,594.818,-517.7,0.0,-523.6,-531.5,-305.3,-407.4,,268.9323,0.8885,7.723,88.4955,22.3515,-10.7902,,234.6,92.8509,97.721,4.87,-38.2029,-11.4634,0.0,-4.601,0.0,-67.6762,0.0,-137.2743,8.0373,301.5143,-3.802,-11.769,-11.4634,-9.0211,-11.4634,-25.3191,-25.3191,-19.9247,-13.6545,-13.4084,-13.4084,-10.1851,199.5755,37.6239,0.6864,1.321,0.9081,0.1734,23.8698,3.5907,5.2394,2.5358,2.8795,8.9499,2.2963,2.6835,10.0,-20.09,1992.1,611.9,1.1524,10536.4194,,5.9511,1149105.0,False
1004,468.8,458.5,224.3,-3.6,224.3,81.9205,103.8,68.8,7.1,18.5,,18.5,462.5,462.5,5.4,-3.6,-8.9,2.5,,43.3,-13.2,-16.1,44.0,161.6,-3.5,389.6,477.0,463.2,407.6,5.4,120.5,83.9,161.6,5.2,2.5,12.5,129.6,461.4,449.3,68.1232,-21.2236,-3.3995,-3.6,0.0,-8.9,-8.9,-18.6,-3.5,,546.4839,2.2318,1.5,-48.79,156.605,10.7066,,,99.8489,99.8489,0.0,-6.44,-0.7679,0.0,0.0,0.0,-154.2857,0.0,0.0,151.4286,102.8571,-0.7466,-1.8985,-0.7679,-0.7466,-2.254,-37.4775,-12.972999999999999,-12.6126,-18.0899,-11.6854,-4.0449,-4.9512,94.2697,17.8227,0.5523,1.1817,0.0,0.25,13.1614,23.5738,12.4473,22.3659,31.7287,64.0833,2.8791,5.4421,,,,,,,,,,False
1005,0.4,,13.6,-1.7,13.6,0.0,7.6,0.4,,,,,1.7,2.1,,-1.7,-1.3,0.2,,,-1.7,-1.7,2.4,,-1.3,0.96,1.7,2.1,,,6.0,,,,0.4,7.0,,0.4,,-0.1114,-1.4751,0.0865,-1.7,0.0,-1.7,-1.7,-1.7,-1.7,,0.0,0.0277,1.6667,98.3391,7.4267,1.6609,,,80.9524,100.0,19.0476,-4.25,-425.0,0.0,0.0,0.0,0.0,0.0,-30.7692,0.0,130.7692,-325.0,-425.0,-425.0,-425.0,-425.0,-12.0996,-12.0996,-12.0996,-12.0996,-12.0996,-12.0996,-11.7647,525.0,0.0,0.25,18.5,0.0,0.0,0.0,,,,,0.3077,,,,,,,,,,,,False
1006,1793.9,1726.2,12285.1,381.8,12285.1,347.2641,7725.5,2380.9,1.7,595.4,341.7,595.4,676.7,1178.7,33.0,263.8,1095.7,16.5,498.3,370.7,1077.7,542.5,490.0,2170.5,1145.4,549.09,698.8,1440.3,1714.8,33.0,4559.6,2104.0,2170.5,2.7,16.5,4684.4,1911.1,1742.7,1754.4,109.1881,-284.2494,-15.6387,381.8,0.0,593.7,592.4,1028.0,385.7,25.6679,82.0437,0.1519,-0.3096,149.0558,-57.2565,5.0099,25.6679,498.3,46.9833,81.8371,34.8538,32.8788,21.2832,0.0,0.0,0.1135,2.8811,1.4580000000000002,43.8275,18.3866,33.3333,63.8497,33.023,21.2832,21.5006,18.9706,4.5632,5.2699,5.3237,5.1743,3.1532,3.6416,2.7988,361.2989,7.7069,0.5142,2.5607,0.4846,0.1007,157.9508,26.1649,,2.18,2.2303,14.0881,0.7818,0.8183,10.0,8.4164,7607.5,183.0,1.149,8686.5841,20.9973,1.1418,3595422.0,False
1007,6896.6,6843.5,4515.2,298.3,4515.2,1535.5367,1695.1,1593.5,7.7,567.7,,567.7,6123.0,6283.1,205.3,270.6,627.3,5.1,150.1,922.5,780.4,435.6,191.8,3570.2,832.6,5503.56,6259.7,6658.2,6725.3,205.3,2820.1,2393.5,3570.2,212.5,20.6,-18.8,591.6,6877.5,6903.4,60.4737,263.501,2.4253,298.3,0.0,467.2,461.0,575.1,518.8,7.7104,285.9202,1.5924,8.2633,80.7295,18.5275,0.809,7.7104,150.1,91.9618,94.3663,2.4046,21.1456,4.3253,0.0,0.4684,0.2762,24.6577,0.0,19.2289,19.5412,35.8275,12.0726,6.6845,4.3253,7.5225,4.0727,13.0167,13.8625,24.1095,12.1264,7.7976,8.3042,6.4673,65.6807,33.4906,0.3917,0.9884,0.5937,0.0323,3.3645,10.447000000000001,16.592,12.8048,19.2296,16.133,1.9267,2.764,10.0,16.1288,2463.2,429.9,1.1023,8014.9757,26.7701,3.2539,735226.0,False
1008,210.1,210.0,151.7,3.6,151.7,94.6846,89.9,80.1,0.3,53.6,1.9,53.6,196.2,202.2,4.5,3.6,11.7,0.1,5.3,32.3,16.1,5.7,3.5,86.4,16.2,163.95,198.4,208.8,187.0,4.5,61.8,61.3,86.4,,0.1,5.7,31.1,210.1,212.3,25.4317,-20.88,-2.5517,3.6,0.0,5.7,5.6,11.6,8.8,0.0,342.5775,1.4667,0.1282,-1044.0,1271.5864,-125.7532,0.0,5.3,93.9655,96.8391,2.8736,57.0,1.7135,0.0,0.0,0.6173,27.7778,0.0,37.037,12.3457,22.2222,7.7106,2.6654,1.7135,4.1885,1.7135,10.1695,10.1695,24.8588,5.9686,3.7696,3.7696,2.5131,97.3639,59.6218,0.6679,1.0683,1.871,0.0216,3.3115,5.444,24.2889,3.9623,3.8769,14.6923,2.6667,3.7634,,,,,,,,,,False
1009,31.6,30.1,76.0,0.7,76.0,39.5118,42.3,16.3,2.3,12.5,3.8,12.5,26.4,29.6,0.4,0.7,4.2,1.5,3.1,11.2,3.7,1.0,40.6,10.0,5.2,13.33,26.8,30.9,30.1,0.4,33.7,6.1,10.0,6.3,1.5,22.1,11.0,31.6,30.1,4.3044,-0.9591,-0.1454,0.7,0.0,1.0,1.0,2.7,1.7,0.0,493.4426,0.4401,0.3386,-29.9704,134.5128,2.0885,0.0,3.1,85.4369,95.7929,10.356,0.6667,2.2152,0.0,0.0,0.0,7.6923,11.5385,61.5385,5.7692,13.4615,16.4557,3.1646,2.2152,5.3797,2.2152,1.5385,1.5385,3.7363,1.4892,1.0424,1.0424,0.9749,64.557,29.5508,1.1166,2.3558,0.4693,0.3374,74.9067,1.4643,2.3386,2.7489,2.0964,5.8519,3.0404,4.8943,10.0,0.1724,48.8,9.47,1.0499,38.4624,166.9277,0.7898,40000.0,False
1010,23.9,5.8,182.4,-9.4,182.4,21.0731,21.7,2424.0,0.5,4.5,,4.5,15.5,15.5,,-9.4,-9.4,,,2.6,-7.1,-7.1,1067.3,0.8,-9.4,8.36,12.8,35.9,5.2,,160.7,0.8,0.8,,,-2402.3,121.8,23.9,8.4,-209.3075,-218.6769,153.2843,-5.3,-4.1,-9.4,-9.4,-7.1,-9.4,,725.0,0.0641,0.3144,79.6057,76.1949,-46.0275,,,43.1755,43.1755,0.0,,-39.3305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-39.3305,-39.3305,-39.3305,-39.3305,46.0251,,,,-3.0971,4.7983,-4.1003,2.951,151.9816,20.7373,0.0058,0.009000000000000001,,0.0005,37.0703,3.3617,33.44,0.7582,4.2703,5.5581,0.0194,0.0313,5.0,0.8125,-3280.0,1.27,1.25,41.4206,3.7655,,19059.0,False
1011,18.5,18.5,125.9,0.4,125.9,8.4962,3.4,21.1,0.9,,,,1.1,1.5,,0.4,1.0,,,,1.0,0.6,93.3,,1.0,16.89,17.5,1.7,18.5,,122.5,,,18.5,,-17.7,0.1,18.5,2.1,-113.1514,-328.7767,104.5281,0.4,0.0,0.6,0.6,1.0,0.5,0.0,,0.1501,5.8729,97.4442,33.5363,-30.9805,0.0,,64.7059,88.2353,23.5294,,2.1622,0.0,0.0,0.0,0.0,0.0,40.0,20.0,40.0,5.4054,3.2432,2.1622,2.7027,2.1622,0.3828,0.3828,0.4785,0.5742,0.3828,0.3828,0.3245,,0.0,0.1611,0.1611,0.0,0.1611,70.9143,,2.0598,,0.0,26.4286,,,,,,,,,,,,False
1012,266.8,253.7,82.7,0.1,82.7,37.123000000000005,60.7,57.1,0.2,16.6,16.2,16.6,254.2,266.7,,0.1,12.6,9.2,12.5,,-0.5,-3.8,28.0,,12.6,253.5,254.2,266.7,253.7,,22.0,,,253.7,9.2,0.3,,262.9,253.7,-50.9396,220.5449,-68.0053,0.1,0.0,0.1,0.1,-0.5,0.1,0.0,,1.2708,-1.0855,217.0717,-50.1374,-67.0557,0.0,12.5,95.3131,100.0,4.6869,-0.413,0.0375,0.0,0.0,0.0,0.0,0.0,99.2063,0.0,0.7937,4.7226,0.0375,0.0375,0.0375,-1.4454,-6.7197,0.1768,0.1768,-2.283,-2.283,0.0601,-1.81,58.2955,27.3476,0.3135,1.0053,1.6502,0.006999999999999999,0.5744,,,6.8475,5.9577,,,,10.0,-1.2143,25.8,23.9,1.05,65.66,,2.5648,11802.0,False
1013,26590.6,26458.4,18413.8,-948.6,18413.8,5816.2729,6849.5,7364.9,4.8,1456.7,41.9,1456.7,25757.6,27546.3,644.7,-948.6,1060.2,48.1,1611.4,3922.9,1573.1,-790.3,420.8,21272.2,1704.9,21547.63,25535.8,28411.5,24281.5,644.7,11564.3,10937.0,21272.2,1.0,70.0,-1272.8,12072.8,26534.9,27330.7,-867.056,1702.6496,-57.1936,-948.6,0.0,-728.5,-948.6,928.4,-136.3,,241.9164,1.4549,-1.2253,218.7371,-111.3895,-7.947,,1611.4,90.6591,96.9548,6.2957,-11.29,-3.5674,0.0,0.0,12.9098,37.8145,0.0,104.9152,0.0,-55.6396,6.4117,-3.5674,-3.5674,-0.5126,-3.7833,,,,-6.0812,-7.7248,-7.2993,-5.492999999999999,106.7032,21.2672,0.2781,0.8312,,0.0676,7.2812,10.5193,13.4044,17.6997,7.7712,21.375,1.2455,2.3608,10.0,-16.2942,-1011.3,49.65,1.2,2007.3364,,,3889596.0,False
1014,,,0.8,-4.2,0.8,1.4318,0.2,17.3,0.2,,,,4.0,4.0,,-4.2,-4.2,,,,-4.2,-4.2,46.1,,-4.2,0.44,4.2,4.0,,,0.6,,,,,-17.5,,,-0.2,,,,-4.2,0.0,-4.2,-4.2,-4.2,-4.2,,0.0,0.0,,,,,,,100.0,100.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,-182.6087,-182.6087,-182.6087,-125.3731,,0.0,0.0113,0.0113,,0.0113,17.381,,2.9333,,,0.0,0.0,0.0,,,,,,,,,,False
1015,114.5,100.8,1722.8,13.5,1722.8,469.6875,1618.4,753.7,0.4,399.2,399.2,399.2,107.5,124.2,6.2,13.5,32.9,0.6,15.3,1037.9,25.4,3.1,139.0,99.7,39.1,102.61,113.4,133.1,99.7,6.2,104.4,61.0,99.7,10.5,0.6,857.1,284.1,114.4,132.9,-49.3362,-338.4586,35.7948,13.5,0.0,16.2,16.2,19.2,19.0,0.0,165.2459,0.0654,1.7013,96.15299999999999,14.015999999999998,-10.0488,0.0,15.3,80.7663,93.3133,12.547,5.1667,11.7904,0.0,0.0,0.0,15.8568,0.0,42.711000000000006,6.9054,34.5269,34.1485,14.1485,11.7904,16.5939,11.7133,1.9795,1.9942,2.8067,0.292,1.2624,1.2718,0.7659999999999999,-363.3987,24.6663,0.535,2.1352,0.5115,0.0061,14.806,,,0.2414,1.3847,17.875,1.0105,1.5738,10.0,2.3234,684.6,50.3,1.2,666.6105,555.5087,0.9797,306314.0,False
